POZO,XCOORD,YCOORD,Prof,Fecha,runlife,ciclo,Dpiston,Lon_Superficie,SPM,RGP,AYS,Elasticity,SP,Fillage,BBPD,BNPD
BN-0037,285,190,7145,10/9/19,472,4,1.125,45,3,1334.193861,9.043453173,0.706456152,31.79052683,0.161920648,14.07416296,1.272790337
BN-0009,158,256,7464,10/9/19,628,6,1.5,45,7,1489.26838,17.04626445,0.749862477,33.74381149,0.257206289,61.9688226,10.56336938
BN-0026,257,181,7161,10/9/19,455,2,1.125,120,4,1476.331801,8.372682569,0.69463817,83.35658039,0.207360872,49.20434745,4.119723822
BN-0084,298,121,7192,10/9/19,599,3,2.5,120,4,912.8751201,22.04963277,0.746487557,89.57850684,0.276282477,261.1213474,57.5762982
BN-0082,218,199,7190,10/9/19,330,5,1.125,74,4,763.8291725,12.71526951,0.797121682,58.98700445,0.582948418,34.81929139,4.427366742
BN-0056,236,99,7164,10/9/19,318,6,1.5,120,7,694.9806727,15.80604051,0.829747714,99.56972563,0.667751377,182.8548226,28.90210734
BN-0039,248,257,7147,10/9/19,518,7,1.5,45,4,769.9671001,5.451338265,0.722087436,32.49393462,0.580353556,34.09913499,1.858859194
BN-0086,103,112,7194,10/9/19,391,0,1.5,100,3,499.5374429,56.49410782,0.849484784,84.9484784,0.63721286,66.85869992,37.77122602
BN-0087,171,92,7195,10/9/19,472,3,1.125,74,7,786.3717997,18.11165904,0.809836102,59.92787156,0.730706555,61.9056786,11.21214543
BN-0052,202,93,7160,10/9/19,447,2,2.5,100,4,834.08175,16.32374407,0.798954889,79.89548893,0.256468913,232.8953502,38.01724092
BN-0075,220,89,7183,10/9/19,601,3,2,54,5,884.7113829,12.55660976,0.73763004,39.83202216,0.186707873,92.88827569,11.6636183
BN-0080,139,96,7188,10/9/19,492,3,1.5,120,5,407.9255794,51.42884061,0.8002908,96.03489598,0.698055525,125.9737748,64.78685185
BN-0048,170,298,7156,10/9/19,380,1,1.125,74,4,1359.666712,13.85407309,0.695112764,51.43834457,0.212289371,30.36341182,4.206569266
BN-0066,137,176,7174,10/10/19,314,7,1.5,45,7,417.981502,59.927997,0.817871478,36.80421653,0.636015892,67.58910344,40.50479588
BN-0088,103,220,7196,10/10/19,564,4,1.5,100,3,356.0767673,42.65621822,0.949474578,94.9474578,0.968959981,74.72839666,31.87630796
BN-0043,101,85,7151,10/10/19,399,5,1.125,74,3,444.6788657,51.45052035,0.817418863,60.48899585,0.622228216,26.7794236,13.77815279
BN-0047,137,52,7155,10/10/19,542,3,1.125,54,3,265.100655,56.29099581,0.907406245,48.99993721,0.901093389,21.69303783,12.21122702
BN-0040,160,129,7148,10/10/19,320,5,2,100,4,695.3444231,27.57786394,0.807268615,80.72686147,0.482771502,150.6040327,41.53337524
BN-0069,58,136,7177,10/10/19,460,0,2.5,45,5,593.2661497,57.34524264,0.80251662,36.1132479,0.670028536,131.587647,75.45925549
BN-0050,158,119,7158,10/10/19,625,0,1.125,120,4,1061.846655,20.64547594,0.752218858,90.26626297,0.421605502,53.2830467,11.00053859
BN-0078,193,275,7186,10/10/19,625,5,2,45,5,939.2511594,15.06021977,0.773012829,34.7855773,0.396230628,81.11996625,12.2168452
BN-0019,127,266,7122,10/10/19,386,0,1.125,45,4,422.810421,41.85306701,0.853379364,38.40207138,0.622486121,22.66826271,9.487363181
BN-0014,224,279,7212,10/10/19,645,3,1.5,74,7,1336.690996,23.64304039,0.742626994,54.95439757,0.33824179,100.9210034,23.8607936
BN-0032,201,66,7140,10/10/19,479,6,1.5,74,5,1036.547024,26.21939292,0.785531019,58.12929542,0.371371564,76.25110327,19.99257637
BN-0018,118,140,7003,10/10/19,626,5,1.5,100,7,433.9198074,52.58467041,0.817068013,81.70680128,0.635912294,150.0504552,78.90353733
BN-0027,205,293,7221,10/10/19,442,0,1.5,100,5,1121.348195,21.69616941,0.792322476,79.23224759,0.33538653,103.9329008,22.54945823
BN-0099,192,150,7207,10/11/19,601,6,1.125,100,7,1011.581812,24.25784434,0.787991379,78.79913795,0.337622242,81.39975575,19.74582604
BN-0024,292,51,7221,10/11/19,530,7,2,45,7,930.4840433,22.83324438,0.724281717,32.59267728,0.271555348,106.4085728,24.29652947
BN-0067,50,103,7175,10/11/19,643,0,2.5,45,5,193.0615395,55.21652122,0.893739951,40.21829779,0.927024408,146.5454226,80.91728435
BN-0003,85,180,7356,10/11/19,497,3,1.5,74,4,550.4347274,44.40252547,0.794793807,58.81474175,0.690831168,61.72018999,27.40532308
BN-0013,261,258,7303,10/11/19,484,0,1.125,54,5,998.2160946,11.67005299,0.728108663,39.31786783,0.154993242,29.01105738,3.385605769
BN-0092,180,211,7200,10/11/19,385,4,2,100,4,1401.679255,13.62864431,0.729062786,72.90627858,0.2359948,136.0139533,18.53685791
BN-0060,128,58,7168,10/11/19,588,4,1.5,54,3,501.3759883,52.44539585,0.823886758,44.48988496,0.641611522,35.01576396,18.36415602
BN-0008,275,214,7040,10/11/19,611,5,2,120,5,807.7989509,13.34744551,0.749508744,89.94104933,0.190107443,209.742527,27.99526951
BN-0096,72,233,7204,10/11/19,629,0,2,54,4,917.3311818,41.56680482,0.797204466,43.04904118,0.508785738,80.31229122,33.38325334
BN-0057,211,233,7165,10/11/19,639,0,2,100,4,881.918533,12.16926872,0.700508422,70.0508422,0.155715615,130.6868512,15.9036341
BN-0073,220,212,7181,10/11/19,577,7,2,100,3,1407.400826,14.49016951,0.72862828,72.86282798,0.181058693,101.9496689,14.77267985
BN-0070,168,280,7178,10/11/19,319,3,2,74,7,859.4165601,12.44558154,0.696928981,51.57274459,0.23616679,168.3746965,20.95521015
BN-0072,109,172,7180,10/11/19,425,5,2.5,45,3,374.2351786,51.26407726,0.930749377,41.88372195,0.963004065,91.56828711,46.94163745
BN-0017,63,194,7166,10/12/19,561,0,1.5,45,5,624.6570406,42.90679021,0.863158701,38.84214156,0.691654213,50.95117918,21.86151556
BN-0031,233,178,7139,10/12/19,576,3,2.5,74,3,608.9766381,23.22856487,0.834789236,61.77440344,0.449004934,135.0542895,31.37117326
BN-0054,240,253,7162,10/12/19,645,0,1.125,54,3,1092.130563,5.418656065,0.68432327,36.9534566,0.234302115,16.35987263,0.886485231
BN-0034,179,120,7142,10/12/19,327,3,2,54,4,901.6042,20.03541476,0.780499172,42.14695531,0.341653871,78.62935983,15.75371836
BN-0001,102,108,7012,10/12/19,472,6,2.5,100,7,393.948151,51.13210154,0.917724017,91.77240169,0.950131672,468.1539641,239.3769603
BN-0095,122,290,7203,10/12/19,561,5,2.5,45,5,742.3972803,41.28971034,0.814891976,36.67013891,0.693617575,133.6168187,55.16999739
BN-0020,170,62,7437,10/12/19,496,4,2.5,100,7,1184.682975,29.63335507,0.731624712,73.16247116,0.303183639,373.220056,110.5976244
BN-0041,91,91,7149,10/12/19,300,5,2.5,120,4,288.9695089,59.37830289,0.882187488,105.8624986,0.909895408,308.5891834,183.23502
BN-0074,71,245,7182,10/12/19,373,1,1.125,45,7,657.1703296,48.52654669,0.8460931,38.07418949,0.692781877,39.33075673,19.08585803
BN-0053,60,198,7161,10/12/19,546,2,1.125,120,3,483.3713881,44.56007856,0.813308666,97.59703992,0.684166463,43.20773453,19.25340045
BN-0011,52,116,7041,10/12/19,639,3,2.5,100,7,336.3369662,50.92983216,0.920414314,92.04143141,0.915698751,469.526352,239.128983
BN-0036,233,60,7144,10/12/19,511,6,1.5,100,5,869.5446016,19.92327788,0.797157172,79.71571718,0.349239738,104.567092,20.83319231
BN-0029,283,169,7137,10/12/19,325,0,1.5,120,3,663.9593841,14.2697328,0.737189191,88.46270291,0.417910934,69.62457032,9.935240148
BN-0094,202,181,7202,10/13/19,494,3,2.5,120,3,828.5277798,24.73609504,0.79027758,94.83330959,0.289491607,207.3293231,51.2851784
BN-0058,143,188,7166,10/13/19,285,1,2,100,4,699.5407087,46.71476037,0.805489448,80.54894476,0.629916743,150.2721113,70.19925672
BN-0030,156,91,7138,10/13/19,617,2,2,120,5,680.3785627,18.00806398,0.781109042,93.73308507,0.705020327,218.5855544,39.36302647
BN-0025,98,121,7267,10/13/19,358,2,1.125,45,7,641.0422165,40.53193983,0.823172317,37.04275429,0.688865414,38.26528094,15.50966065
BN-0007,111,155,7144,10/13/19,637,7,2.5,100,3,444.3101994,50.00732467,0.82842215,82.84221498,0.664382329,181.1137925,90.57016223
BN-0090,125,293,7198,10/13/19,552,6,1.125,120,4,434.4015704,46.18415433,0.812909417,97.54912999,0.686908685,57.58203207,26.59377456
BN-0016,288,239,7106,10/13/19,461,0,2.5,45,3,1074.189437,8.305525886,0.734236457,33.04064056,0.191566274,72.23510043,5.999504965
BN-0083,201,233,7191,10/13/19,351,4,2.5,74,4,1017.077387,13.07379267,0.728914314,53.93965926,0.154943552,157.2341067,20.55646113
BN-0005,258,57,7415,10/13/19,515,3,1.125,54,3,1002.789071,22.07811662,0.770793775,41.62286384,0.285287381,18.42709218,4.068354901
BN-0004,60,285,7079,10/13/19,344,4,1.125,54,3,545.4434741,46.95933234,0.857305824,46.29451448,0.641245124,20.49530491,9.624458348
BN-0063,203,293,7171,10/13/19,534,4,2,54,4,688.2441162,12.93289813,0.766586672,41.39568027,0.5074766,77.22778111,9.987790261
BN-0079,173,217,7187,10/13/19,600,1,2.5,45,4,980.609044,16.97605144,0.756186422,34.02838897,0.25344612,99.19275385,16.83901292
BN-0071,69,85,7179,10/13/19,581,3,1.5,45,4,589.8129724,51.51546914,0.830290969,37.3630936,0.666949318,39.20883042,20.19861294
BN-0089,109,103,7197,10/14/19,491,3,2.5,100,5,371.7461201,51.79947185,0.861563455,86.15634555,0.90669921,313.9321841,162.6152133
BN-0059,211,75,7167,10/14/19,309,0,1.125,54,5,919.3218868,26.20219181,0.730634155,39.45424439,0.323658058,29.11168411,7.62789931
BN-0021,268,253,7225,10/14/19,341,6,1.5,74,7,1458.992354,19.66949997,0.786352632,58.19009478,0.390231486,106.8631996,21.01945701
BN-0076,251,239,7184,10/14/19,561,1,1.5,120,7,1378.59016,7.536828222,0.736589737,88.39076847,0.220722031,162.3252268,12.2341735
BN-0093,202,145,7201,10/14/19,567,3,1.125,45,5,1323.38911,23.35957494,0.758924062,34.15158277,0.405628311,25.19906552,5.886394594
BN-0022,102,139,7325,10/14/19,295,5,1.125,120,3,519.8518645,42.63454173,0.865524613,103.8629535,0.665146528,45.98175239,19.60410941
BN-0012,60,114,7024,10/14/19,421,0,1.5,100,5,567.9929875,51.74190424,0.79369154,79.369154,0.699856068,104.1124878,53.86978372
BN-0035,273,242,7143,10/14/19,500,2,1.125,45,3,949.828077,6.022958627,0.737923834,33.20657254,0.189388723,14.70106852,0.885439274
BN-0010,144,208,7285,10/14/19,287,0,2,45,7,1123.334807,43.96502481,0.7787942,35.045739,0.273918762,114.4173287,50.30360695
BN-0049,234,114,7157,10/14/19,589,1,1.125,120,3,1041.81005,24.16138069,0.732549967,87.90599606,0.282571718,38.91735799,9.402971018
BN-0098,152,97,7206,10/14/19,590,2,2.5,100,7,1320.261082,17.90858568,0.755592713,75.55927127,0.430699177,385.4467326,69.02805835
BN-0064,160,187,7172,10/14/19,466,0,2.5,54,7,863.4049112,8.185801865,0.68475827,36.97694656,0.181128166,188.6286486,15.44076744
BN-0091,142,233,7199,10/14/19,637,4,1.125,100,7,676.4550654,40.18763032,0.879817862,87.98178618,0.651447054,90.88546007,36.52471271
BN-0006,65,233,7281,10/15/19,609,2,2,74,3,1195.309022,44.03721579,0.809814024,59.92623779,0.346871189,83.84879191,36.92467343
BN-0051,214,195,7159,10/15/19,409,2,2,120,7,605.6794568,14.32145571,0.795780027,95.49360329,0.480150145,311.767516,44.64964673
BN-0085,263,122,7193,10/15/19,550,4,2,100,4,953.9408396,27.48603187,0.724575258,72.45752576,0.283781228,135.1767601,37.15472735
BN-0038,246,147,7146,10/15/19,301,2,2,100,7,1158.655719,24.01477881,0.727091843,72.70918427,0.398397102,237.3809448,57.00650884
BN-0042,246,292,7150,10/15/19,628,3,2,74,3,949.8863162,5.406472981,0.685043805,50.69324154,0.219036068,70.92998356,3.834810397
BN-0055,122,62,7163,10/15/19,463,6,1.125,100,5,589.4750232,54.27896475,0.842273772,84.22737724,0.668801102,62.14795993,33.73326926
BN-0044,92,206,7152,10/15/19,563,3,2,100,3,674.5000274,41.02958001,0.831109057,83.11090566,0.688587583,116.2887792,47.7127977
BN-0097,87,113,7205,10/15/19,649,6,1.125,120,7,628.6570964,40.60784126,0.832648093,99.91777117,0.636231675,103.2153699,41.91353355
BN-0065,266,54,7173,10/15/19,556,4,1.125,100,3,1015.614864,29.85119735,0.787948767,78.79487673,0.396061016,34.8837231,10.41320903
BN-0062,107,196,7170,10/15/19,365,7,2,120,7,659.9016224,43.27365783,0.874829271,104.9795125,0.632841304,342.7371123,148.3148852
BN-0033,297,198,7141,10/15/19,506,0,2.5,54,7,1107.236836,16.52674813,0.779009718,42.06652475,0.346989938,214.5918594,35.4650561
BN-0061,270,224,7169,10/15/19,296,5,2.5,74,5,1218.83601,17.86505955,0.775711126,57.40262332,0.376107508,209.1608087,37.36670303
BN-0028,141,194,7270,10/15/19,320,2,2,120,5,1099.583219,41.42806875,0.781742698,93.80912376,0.363282793,218.7628766,90.62923493
BN-0002,225,245,7072,10/16/19,413,2,1.5,100,4,1378.954876,19.56415305,0.796970908,79.69709077,0.336797745,83.63412706,16.36230862
BN-0015,141,72,7321,10/16/19,649,3,1.5,74,5,684.4769946,43.81019067,0.857995785,63.4916881,0.689647335,83.28522186,36.4874145
BN-0023,154,227,7148,10/16/19,427,2,2.5,100,7,910.2066692,9.316456709,0.739479316,73.94793159,0.22734722,377.226886,35.14417953
BN-0045,258,199,7153,10/16/19,474,1,2,54,7,736.6258958,7.485135769,0.796555725,43.01400916,0.535045469,140.4321371,10.51153613
BN-0046,218,107,7154,10/16/19,320,2,2,54,5,638.9868114,23.61211024,0.828008098,44.71243728,0.644507929,104.2694037,24.62020656
BN-0068,110,259,7176,10/16/19,510,5,1.125,120,7,340.8870765,48.47013425,0.857006029,102.8407235,0.959172712,106.2347887,51.49214471
BN-0077,300,171,7185,10/16/19,620,3,1.5,120,4,834.3767389,16.66318488,0.759526273,91.14315278,0.292256122,95.64562453,15.93760724
BN-0081,265,92,7189,10/16/19,419,4,2.5,74,5,668.4854768,26.74483119,0.845494113,62.56656434,0.712743062,227.9769188,60.97204209
BN-0074,71,245,7182,10/17/19,378,1,1.125,45,7,644.1852062,40.62806984,0.866928808,39.01179637,0.635806226,40.29930756,16.37283082
BN-0017,63,194,7166,10/17/19,566,0,1.5,45,5,602.2286386,45.38861062,0.867617323,39.04277954,0.660654177,51.21436607,23.2454892
BN-0034,179,120,7142,10/17/19,332,3,2,54,4,796.9890966,19.64729209,0.792884669,42.81577211,0.650716199,79.87710444,15.69368802
BN-0097,87,113,7205,10/17/19,651,6,1.125,120,7,594.4661384,43.69581627,0.796519875,95.58238499,0.685383524,98.73690239,43.14389546
BN-0006,65,233,7281,10/17/19,611,2,2,74,3,737.0964396,40.26830122,0.857235098,63.43539726,0.689774119,88.75880784,35.7416641
BN-0062,107,196,7170,10/17/19,367,7,2,120,7,487.9126772,44.90143557,0.806469308,96.77631694,0.607443508,315.9553195,141.8684742
BN-0040,160,129,7148,10/17/19,327,5,2,100,4,1177.346661,26.7750113,0.749767683,74.97676831,0.388542748,139.876659,37.45199124
BN-0025,98,121,7267,10/17/19,362,2,1.125,45,7,691.7536741,41.25828168,0.817890628,36.80507824,0.664762995,38.01976084,15.68630002
BN-0051,214,195,7159,10/17/19,411,2,2,120,7,716.5331967,15.6421797,0.768992714,92.27912563,0.55981189,301.2728893,47.12564674
BN-0082,218,199,7190,10/17/19,338,5,1.125,74,4,583.7866201,7.818358528,0.778721089,57.62536058,0.53089021,34.01553003,2.659456093
BN-0098,152,97,7206,10/17/19,593,2,2.5,100,7,877.0396177,20.91541622,0.734114581,73.41145807,0.303127092,374.4902005,78.32618414
BN-0066,137,176,7174,10/17/19,321,7,1.5,45,7,456.8083603,59.64613486,0.865145057,38.93152755,0.68804045,71.49580377,42.64448354
BN-0056,236,99,7164,10/17/19,326,6,1.5,120,7,804.3501514,26.95132137,0.731802662,87.81631949,0.426492567,161.2702799,43.46447142
BN-0020,170,62,7437,10/18/19,502,4,2.5,100,7,1323.310632,20.55612972,0.755872495,75.5872495,0.437884967,385.5894565,79.26226886
BN-0012,60,114,7024,10/18/19,425,0,1.5,100,5,566.4569792,50.58235502,0.853347606,85.33476056,0.664969942,111.9378722,56.6208119
BN-0014,224,279,7212,10/18/19,653,3,1.5,74,7,1151.305567,17.68406569,0.759395356,56.19525634,0.291546374,103.1997785,18.24991662
BN-0057,211,233,7165,10/18/19,646,0,2,100,4,807.4360651,8.199287936,0.718642521,71.86425215,0.181488305,134.0699488,10.99278114
BN-0031,233,178,7139,10/18/19,582,3,2.5,74,3,637.6274019,23.4601061,0.770610946,57.02521002,0.490948938,124.6713654,29.2480346
BN-0021,268,253,7225,10/18/19,345,6,1.5,74,7,1385.223514,11.33503209,0.742013319,54.90898564,0.215454565,100.8376067,11.42997507
BN-0019,127,266,7122,10/18/19,394,0,1.125,45,4,583.8037891,47.84019468,0.86346249,38.85581206,0.635204295,22.93610016,10.97267497
BN-0033,297,198,7141,10/18/19,509,0,2.5,54,7,1210.226625,19.90351623,0.786634685,42.47827301,0.291117134,216.6922902,43.12938516
BN-0081,265,92,7189,10/18/19,421,4,2.5,74,5,815.8673177,15.10867975,0.779627824,57.69245901,0.335609671,210.2168975,31.76099782
BN-0083,201,233,7191,10/18/19,356,4,2.5,74,4,1294.13484,12.29613942,0.73670977,54.51652295,0.247195776,158.9156644,19.54049165
BN-0075,220,89,7183,10/18/19,610,3,2,54,5,948.4295608,23.48391367,0.75238837,40.62897197,0.2694447,94.74676263,22.25024794
BN-0039,248,257,7147,10/18/19,527,7,1.5,45,4,881.2396327,8.651075002,0.713832019,32.12244084,0.227911629,33.70928941,2.91621591
BN-0044,92,206,7152,10/18/19,566,3,2,100,3,511.3098117,43.22425249,0.796879257,79.6879257,0.6220812,111.4993456,48.19475868
BN-0091,142,233,7199,10/19/19,642,4,1.125,100,7,480.4874365,42.81315686,0.819618093,81.96180933,0.643457673,84.66680517,36.24853211
BN-0009,158,256,7464,10/19/19,638,6,1.5,45,7,1027.72938,23.2705933,0.726071955,32.67323796,0.36548533,60.00276785,13.96300007
BN-0045,258,199,7153,10/19/19,477,1,2,54,7,871.5417822,18.76422614,0.796286624,42.99947771,0.370188009,140.3846948,26.3421016
BN-0070,168,280,7178,10/19/19,327,3,2,74,7,1470.755647,19.02578985,0.739002162,54.68616002,0.280995807,178.5393752,33.96852632
BN-0059,211,75,7167,10/19/19,314,0,1.125,54,5,1167.181437,15.84424015,0.784525887,42.36439791,0.442869175,31.25896816,4.952745985
BN-0088,103,220,7196,10/19/19,573,4,1.5,100,3,575.9249359,49.46276543,0.849321084,84.93210839,0.621705496,66.84581591,33.06378912
BN-0093,202,145,7201,10/19/19,572,3,1.125,45,5,872.2088582,24.68833428,0.765007431,34.42533438,0.429865018,25.40105571,6.271097546
BN-0068,110,259,7176,10/19/19,513,5,1.125,120,7,664.8048519,44.13529916,0.794195624,95.3034749,0.627512607,98.4487874,43.45066683
BN-0010,144,208,7285,10/19/19,292,0,2,45,7,1149.099227,40.63844248,0.8204432,36.919944,0.424036227,120.5362332,48.98404779
BN-0026,257,181,7161,10/19/19,465,2,1.125,120,4,937.6668542,8.501049895,0.698138595,83.77663137,0.205033422,49.45229829,4.203964552
BN-0030,156,91,7138,10/19/19,623,2,2,120,5,1074.989053,15.24912552,0.7827411,93.92893195,0.279417415,219.0422693,33.40203058
BN-0001,102,108,7012,10/19/19,479,6,2.5,100,7,328.3146045,58.00643225,0.898089468,89.80894675,0.943860858,458.1378896,265.7494445
BN-0032,201,66,7140,10/19/19,488,6,1.5,74,5,844.938162,16.39385576,0.769128746,56.91552721,0.322944329,74.65894282,12.23947939
BN-0028,141,194,7270,10/20/19,325,2,2,120,5,968.6278279,44.03459863,0.833156939,99.97883273,0.252766664,233.1506379,102.6669476
BN-0087,171,92,7195,10/20/19,483,3,1.125,74,7,1079.755046,25.59029222,0.781907759,57.8611742,0.270119171,59.77077376,15.29551567
BN-0037,285,190,7145,10/20/19,483,4,1.125,45,3,1428.933948,6.20203141,0.682922528,30.73151374,0.248173752,13.60532131,0.843806301
BN-0018,118,140,7003,10/20/19,636,5,1.5,100,7,435.9455125,51.91799184,0.831367438,83.13674381,0.641910201,152.6764732,79.26655888
BN-0072,109,172,7180,10/20/19,434,5,2.5,45,3,336.2419335,57.85751337,0.931877113,41.93447008,0.966815851,91.67923521,53.04332577
BN-0047,137,52,7155,10/20/19,552,3,1.125,54,3,459.6482064,56.33551828,0.853497962,46.08888993,0.600494577,20.40427171,11.49485222
BN-0029,283,169,7137,10/20/19,333,0,1.5,120,3,796.9133736,20.45265141,0.822501676,98.70020115,0.678952402,77.68199331,15.8880273
BN-0013,261,258,7303,10/20/19,493,0,1.125,54,5,1077.670619,11.65692723,0.704341378,38.0344344,0.157544239,28.064064,3.271407519
BN-0078,193,275,7186,10/20/19,635,5,2,45,5,586.0924459,15.78815663,0.796563663,35.84536481,0.623330115,83.59139074,13.1975397
BN-0003,85,180,7356,10/20/19,506,3,1.5,74,4,647.0363209,42.05957346,0.846334078,62.62872177,0.619234262,65.72258063,27.64263708
BN-0069,58,136,7177,10/20/19,470,0,2.5,45,5,298.3700923,54.36359424,0.935101486,42.07956688,0.959029951,153.3274218,83.35429746
BN-0096,72,233,7204,10/20/19,638,0,2,54,4,854.8989118,42.7019612,0.793411931,42.84424429,0.399883511,79.93022215,34.13177245
BN-0055,122,62,7163,10/20/19,468,6,1.125,100,5,343.9242367,54.87716027,0.861347026,86.13470264,0.964527674,63.55529786,34.87734267
BN-0071,69,85,7179,10/21/19,589,3,1.5,45,4,528.2622576,56.83639925,0.823358943,37.05115243,0.686358094,38.88147936,22.09883285
BN-0064,160,187,7172,10/21/19,473,0,2.5,54,7,1458.843329,12.95719229,0.694340984,37.49441316,0.224864293,191.2683751,24.78301116
BN-0094,202,181,7202,10/21/19,502,3,2.5,120,3,912.3936886,10.13280091,0.745010455,89.40125457,0.158770455,195.4534928,19.80491329
BN-0041,91,91,7149,10/21/19,309,5,2.5,120,4,431.9421908,56.31751343,0.85933422,103.1201064,0.613948336,300.5951102,169.2876916
BN-0015,141,72,7321,10/21/19,654,3,1.5,74,5,638.048341,40.01280994,0.820516165,60.7181962,0.672792737,79.64709387,31.86904029
BN-0053,60,198,7161,10/21/19,555,2,1.125,120,3,580.3845946,45.41762917,0.831470902,99.77650822,0.602096578,44.1726192,20.06215638
BN-0024,292,51,7221,10/21/19,540,7,2,45,7,1311.383577,17.38294227,0.743832822,33.47247697,0.307503926,109.2809428,18.9962432
BN-0027,205,293,7221,10/21/19,453,0,1.5,100,5,875.3709083,20.20909192,0.721005812,72.10058123,0.297314774,94.57793742,19.11334231
BN-0005,258,57,7415,10/21/19,523,3,1.125,54,3,941.190226,26.19564013,0.735663443,39.72582591,0.404034245,17.58724385,4.607091108
BN-0011,52,116,7041,10/21/19,648,3,2.5,100,7,442.6593546,57.01213597,0.816080975,81.6080975,0.686013943,416.3033074,237.3434077
BN-0092,180,211,7200,10/21/19,395,4,2,100,4,1223.50195,15.42999001,0.769779956,76.97799563,0.251253252,143.6101486,22.15903159
BN-0054,240,253,7162,10/21/19,654,0,1.125,54,3,528.2597536,14.77913644,0.760012189,41.04065822,0.316673469,18.16934065,2.685271646
BN-0061,270,224,7169,10/21/19,302,5,2.5,74,5,1018.798615,11.0032577,0.693128548,51.29151257,0.209842162,186.8934489,20.56436782
BN-0089,109,103,7197,10/22/19,499,3,2.5,100,5,317.6719574,56.99761046,0.857075609,85.70756091,0.96019591,312.2969251,178.0017848
BN-0090,125,293,7198,10/22/19,561,6,1.125,120,4,376.0637206,42.62533891,0.884495066,106.139408,0.942687147,62.65276577,26.70595375
BN-0016,288,239,7106,10/22/19,470,0,2.5,45,3,1198.647447,13.75527846,0.677596888,30.49185996,0.198396329,66.66282883,9.169657736
BN-0008,275,214,7040,10/22/19,622,5,2,120,5,1448.798492,19.28716769,0.78983436,94.78012323,0.313209583,221.0272474,42.62989584
BN-0050,158,119,7158,10/22/19,637,0,1.125,120,4,847.9424801,14.186745,0.676937777,81.2325332,0.185387736,47.95054894,6.802622102
BN-0043,101,85,7151,10/22/19,411,5,1.125,74,3,431.6201224,53.23083588,0.805310813,59.59300017,0.602502366,26.38275232,14.04375958
BN-0038,246,147,7146,10/22/19,308,2,2,100,7,1121.136704,25.48912817,0.727535333,72.75353329,0.430494636,237.5257355,60.54323915
BN-0084,298,121,7192,10/22/19,612,3,2.5,120,4,1075.085386,23.01061723,0.771821452,92.61857428,0.256360565,269.983144,62.12478785
BN-0007,111,155,7144,10/22/19,646,7,2.5,100,3,376.5190196,56.36372327,0.902820116,90.28201159,0.930373558,197.3790478,111.2501803
BN-0023,154,227,7148,10/22/19,433,2,2.5,100,7,701.3977505,10.4087313,0.731648976,73.1648976,0.520385962,373.2324339,38.84876116
BN-0052,202,93,7160,10/22/19,460,2,2.5,100,4,831.0751024,15.56326934,0.775790909,77.57909086,0.431850047,226.1430499,35.19525195
BN-0048,170,298,7156,10/22/19,393,1,1.125,74,4,1230.567353,16.78624764,0.739099045,54.69332935,0.39117905,32.28478865,5.419404573
BN-0099,192,150,7207,10/22/19,612,6,1.125,100,7,1488.901757,22.60552306,0.729417958,72.94179577,0.399487595,75.34910297,17.03305884
BN-0049,234,114,7157,10/23/19,598,1,1.125,120,3,1044.586089,25.6087255,0.795654912,95.47858947,0.360137827,42.26986341,10.82477329
BN-0022,102,139,7325,10/23/19,304,5,1.125,120,3,644.9298057,40.13242144,0.799593556,95.95122677,0.611300369,42.47910733,17.04789438
BN-0063,203,293,7171,10/23/19,544,4,2,54,4,646.3922807,11.46836323,0.743979424,40.17488892,0.366158581,74.95027277,8.595569521
BN-0085,263,122,7193,10/23/19,558,4,2,100,4,621.7518119,10.79874632,0.725638712,72.56387123,0.511515897,135.3751582,14.61881991
BN-0065,266,54,7173,10/23/19,564,4,1.125,100,3,832.0171424,17.62058359,0.762846865,76.28468652,0.395036707,33.77242267,5.950897969
BN-0067,50,103,7175,10/23/19,655,0,2.5,45,5,163.1416871,51.53123797,0.880602641,39.62711883,0.954709307,144.3913142,74.40663174
BN-0077,300,171,7185,10/23/19,627,3,1.5,120,4,893.0983192,23.72001882,0.742510419,89.10125033,0.304753683,93.5028521,22.17889411
BN-0002,225,245,7072,10/23/19,420,2,1.5,100,4,855.7358854,7.934094396,0.690802747,69.08027473,0.158803961,72.49284031,5.751650381
BN-0036,233,60,7144,10/23/19,522,6,1.5,100,5,1134.105897,27.09723086,0.759700726,75.9700726,0.405468099,99.65374274,27.00340473
BN-0080,139,96,7188,10/23/19,506,3,1.5,120,5,592.0999376,52.79227465,0.835984797,100.3181757,0.600745306,131.592367,69.47060379
BN-0073,220,212,7181,10/23/19,589,7,2,100,3,1176.765722,12.44127055,0.731921206,73.1921206,0.247600777,102.4104151,12.74115682
BN-0042,246,292,7150,10/23/19,636,3,2,74,3,1056.512895,14.7693545,0.707425492,52.3494864,0.230478498,73.24740138,10.81816837
BN-0060,128,58,7168,10/23/19,600,4,1.5,54,3,554.6527743,54.27863093,0.837115817,45.20425412,0.607294406,35.57800821,19.31125576
BN-0004,60,285,7079,10/24/19,355,4,1.125,54,3,619.0878981,45.26818558,0.858876266,46.37931834,0.644976191,20.53284891,9.294848148
BN-0035,273,242,7143,10/24/19,510,2,1.125,45,3,809.2018717,12.18480777,0.725947896,32.66765533,0.151459396,14.46248145,1.762225563
